policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_inr,bmi,tobacco_usage,alcohol_units_per_week,physical_activity_level,diet_type,has_diabetes,has_hypertension,family_history_cardiac,stress_level_score,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,icu_days,length_of_stay,cashless_claim,agent_channel,hospital_bill_amount,pre_hospitalization_expense,post_hospitalization_expense,non_payable_items,deductible_amount,co_pay_amount,total_claim_amount
IND102464,Udarsh Dhaliwal,Male,45,married,Maharashtra,Mumbai,426203,XXXX-XXXX-1743,Unemployed,442012.13,,none,5,moderate,eggetarian,0.0,0.0,0,2.8576470270560486,family_floater,500000,2021-02-07,2023-07-03,Contractor-Sidhu Hospital,govt,general,0,5,yes,online,81821.23,9046.787562436022,6246.961820116623,4458.453871431824,3909.774808321601,11215.609509862024,77531.14
IND103489,Eta Ratti,male,59,married,Maharashtra,Mumbai,482956,XXXX-XXXX-1704,Student,827914.68,24.452022411214767,none,7,moderate,vegan,0.0,1.0,0,2.862397185259631,individual,1000000,2018-03-21,2023-07-21,Mutti-Natt Hospital,private_corporate,semi-private,2,2,yes,aggregator,"₹126,944",16273.697550954023,13047.972358429237,7179.993408705572,1532.1443367253319,12511.740949401927,135041.8
IND102784,Kevin Savant,Male,42,Widowed,Delhi,New Delhi,120425,XXXX-XXXX-2250,Student,752137.46,24.567819569411643,chewing,3,low,non-veg,0.0,0.0,1,7.37888643879085,individual,2000000,2023-12-22,2024-08-14,"Chakrabarti, Padmanabhan and Dada Hospital",private_small,deluxe,2,4,yes,online,133231.88,11214.10783034515,15530.901957288523,4854.481418958732,3541.244523904808,8754.685081640084,142826.48
IND103046,Ekani Thaker,F,68,Married,Karnataka,Mysuru,727516,XXXX-XXXX-3706,Self-employed,1075308.33,32.38144786872057,chewing,3,high,vegan,0.0,,0,2.5664378990935517,senior_citizen,500000,2020-07-11,2022-09-27,Khalsa-Andra Hospital,govt,private,0,3,yes,online,41228.96,5442.3454764101125,2313.4302772026617,1857.528271513098,1435.4403969733862,6129.381174265806,39562.39
IND102052,Sudiksha Dhingra,Female,42,Married,Tamil Nadu,Chennai,780310,XXXX-XXXX-2349,Business,1015322.06,27.804944125207044,none,2,high,non-veg,0.0,0.0,1,1.3048902540350786,individual,500000,2019-12-14,2020-07-26,"Tandon, Bir and Pillai Hospital",private_small,deluxe,1,4,yes,aggregator,109951.36,16106.289994443776,8547.546547315542,5562.7578154977355,4945.895624202715,6394.352910858844,117702.19
IND106177,Radhika Chaudry,male,73,Single,Tamil Nadu,Chennai,931553,XXXX-XXXX-7379,Self-employed,770953.87,25.444725111977156,none,2,low,non-veg,0.0,1.0,1,3.5883199468331672,individual,300000,2022-01-07,2023-04-10,Chada Inc Hospital,private_corporate,private,1,2,yes,aggregator,97655.92,6233.737857871955,4943.255139600182,3371.157934394227,4308.3638506687175,13877.24316696428,"₹87,276"
IND103565,Xalak Roy,Male,43,Widowed,Maharashtra,Mumbai,370944,353341911302,Business,1202650.32,30.874922170964094,none,4,moderate,veg,0.0,0.0,0,,individual,300000,2019-10-12,2019-11-20,"Agrawal, Kakar and Lal Hospital",private_small,private,2,4,no,bancassurance,161329.64,8370.382960525561,11854.516021133437,8965.399727545024,2154.24669832432,18213.965657674187,152220.92
IND102782,Liam Solanki,Female,53,married,Uttar Pradesh,Kanpur,944492,XXXX-XXXX-2564,Unemployed,1020440.4,,smoking,2,moderate,eggetarian,0.0,0.0,0,5.224189662687405,family_floater,300000,2022-10-25,2024-03-03,"Mall, Pai and Gera Hospital",govt,deluxe,1,5,yes,online,98221.05,8189.064240424747,11674.208407586097,6509.238714972592,2347.2623231296325,6602.252636997923,102625.57
IND100422,Laban Sanghvi,Female,68,married,Karnataka,Mysuru,364178,XXXX-XXXX-5200,Self-employed,1097563.48,24.74770698002036,none,3,low,vegan,0.0,1.0,0,6.989188609162927,individual,300000,2022-06-21,2023-09-07,Sandal-Gole Hospital,private_corporate,semi-private,3,3,no,bancassurance,172367.12,18234.08716563889,11175.177796235526,12802.788716941308,3552.8327499961247,11196.009730285285,174224.76
IND103529,Nakul Gade,male,44,Single,Karnataka,Mysuru,583145,XXXX-XXXX-1325,Self-employed,263886.48,17.029719883904768,smoking,4,high,non-veg,0.0,0.0,0,1.9571714299873837,family_floater,500000,2022-04-09,2027-06-12,Brar-Dhar Hospital,private_corporate,private,0,5,yes,aggregator,122218.39,7131.282402034863,8372.654880094478,6270.117317057421,2038.9762289299674,23422.331722285864,105990.9
IND101327,Kala Kant,male,61,married,Maharashtra,Mumbai,671194,XXXX-XXXX-8871,Student,,30.470135269209155,both,2,high,veg,0.0,1.0,1,3.389934492583634,family_floater,5000000,2019-02-12,2023-09-13,Banik Group Hospital,private_small,semi-private,1,4,no,agent,"₹104,274",11515.140901018409,6476.506093211132,7940.653706372805,4870.658298424779,10423.457669314343,99030.75
IND104969,Nicholas Chaudry,male,39,married,Uttar Pradesh,Lucknow,446401,988712217080,Unemployed,6.5 LPA,23.091114189957484,smoking,3,moderate,non-veg,0.0,0.0,0,3.8898169641567906,family_floater,300000,2021-11-18,2026-03-31,Solanki Group Hospital,private_corporate,general,1,5,no,aggregator,164877.68,19067.235603581736,18124.343026619055,10696.145816908547,3345.8847568008327,14671.178978447208,173356.05
IND103752,Wriddhish Raval,male,31,Divorced,Tamil Nadu,Coimbatore,854914,976860826694,Business,1626567.5,27.330383307144363,smoking,7,moderate,veg,1.0,0.0,0,,individual,300000,2023-11-18,2027-10-03,Mahajan Group Hospital,govt,general,0,1,yes,aggregator,"₹58,514",6404.724204768196,3560.0440129833287,4628.494887172386,1568.9350528030357,9745.919044060363,52535.16
IND105007,Jalsa Kurian,female,78,Married,Maharashtra,Mumbai,921665,742926223124,Self-employed,,30.119003016322253,none,3,moderate,veg,0.0,0.0,0,4.412944082024922,family_floater,1000000,2018-07-20,2024-01-06,Nazareth Ltd Hospital,private_corporate,general,1,3,yes,aggregator,81749.92,9260.453071330152,6847.059162713022,5764.761045110828,1750.8362207038297,9840.593484710136,80501.24
IND102663,Nidhi Goel,female,37,married,Maharashtra,Pune,695833,XXXX-XXXX-7043,Retired,1626408.55,23.62960898538838,none,2,low,non-veg,0.0,,1,7.2858890012983295,individual,500000,2020-12-10,2025-12-10,Ranganathan-Oak Hospital,govt,semi-private,0,2,yes,agent,46810.39,5246.77309083692,2641.3086315598616,2556.1247525497542,1730.9339947548776,3047.3438489431196,47364.06
IND100092,Shivansh Malhotra,Female,55,Widowed,Uttar Pradesh,Noida,744304,XXXX-XXXX-3966,Business,1063001.98,25.470951779895678,none,5,low,vegan,1.0,1.0,0,7.310459143837502,family_floater,2000000,2020-12-24,2025-05-14,"Kota, Buch and Varkey Hospital",private_small,private,1,4,yes,agent,133257.04,9664.062968274746,9702.540555176303,6979.2387778995,2721.3391099590017,20334.047474961208,"122,589"
IND104372,Saanvi Pal,F,45,Widowed,Delhi,New Delhi,907101,XXXX-XXXX-8711,Salaried,1469978.24,33.541470874417215,smoking,2,moderate,vegan,0.0,0.0,0,4.020456593759025,individual,5000000,2023-03-17,2025-03-04,"Kata, Borra and Anne Hospital",private_corporate,deluxe,1,2,yes,bancassurance,123610.9,10551.293363265895,8414.81391465004,9058.65975756753,3804.658785848535,18753.43242742016,110960.25
IND106763,Vritti Khatri,Female,37,Married,Uttar Pradesh,Lucknow,124661,XXXX-XXXX-3923,Business,1026172.84,24.485960501407927,smoking,2,low,veg,1.0,0.0,0,6.469783707817086,individual,1000000,2021-06-28,2026-06-03,Datta-Radhakrishnan Hospital,private_corporate,deluxe,2,9,yes,aggregator,322743.29,40986.42488784753,28564.432491324453,22221.177492074916,9131.66156405668,55794.993743392224,305146.32
IND105323,Shravya Tripathi,Female,34,Widowed,Maharashtra,Nagpur,135430,XXXX-XXXX-8628,Self-employed,453209.87,22.909697437065283,none,3,moderate,veg,0.0,0.0,0,,individual,5000000,2018-08-02,2023-01-24,Chatterjee LLC Hospital,private_small,general,1,2,no,online,"65,069",5256.39750552121,6766.603335573105,4519.695886919888,1355.6279444275822,7695.912255051757,63520.83
IND103793,Oni Dubey,Male,63,Widowed,Karnataka,Bengaluru,146172,XXXX-XXXX-7385,Unemployed,489359.07,27.91449892866466,smoking,6,high,eggetarian,0.0,,0,3.664975936551236,individual,1000000,2018-07-31,2019-04-02,Mitter-Devi Hospital,govt,private,0,8,no,aggregator,76236.4,8054.991067739526,6463.103883236735,4988.9702073945355,821.938143816354,8409.17825441578,76534.41
IND100745,Sanya Keer,F,49,Married,Maharashtra,Mumbai,784343,XXXX-XXXX-2924,Business,496095.14,27.614289791755862,none,1,high,veg,1.0,1.0,1,7.645547611914866,individual,500000,2018-02-26,2022-08-22,Thaker Inc Hospital,private_small,semi-private,1,4,yes,agent,146224.19,19687.083781436195,15616.084697192839,10344.073569305969,4211.621221697839,18098.835248405718,148872.83
IND103946,Vanya Kala,Female,34,Single,West Bengal,Kolkata,239685,XXXX-XXXX-3414,Retired,10.4 LPA,27.54818307555209,none,4,high,non-veg,0.0,0.0,0,5.621982733050991,individual,2000000,2018-05-09,2019-05-04,"Kota, Dugar and Mannan Hospital",private_small,deluxe,2,5,no,bancassurance,134316.4,7101.422899460399,10348.503314183814,8912.458598103538,5068.76948909156,21906.21725008509,115878.88
IND107740,Udyati Sankar,M,53,Married,West Bengal,Kolkata,974098,906524733417,Retired,9.5 LPA,22.74914980072965,none,2,moderate,veg,0.0,1.0,0,,family_floater,2000000,2022-10-17,2027-07-10,Hora and Sons Hospital,private_small,semi-private,0,4,no,aggregator,72860.25,5802.457152999122,5503.824183809215,4727.645107454742,969.9228525866171,5294.6697470476165,"₹73,174"
IND105293,Charan Bobal,female,63,Widowed,Delhi,New Delhi,711914,XXXX-XXXX-5481,Retired,1303073.49,29.768873556782147,smoking,4,low,eggetarian,0.0,0.0,0,4.4927206734375185,individual,500000,2018-09-19,2021-05-22,Goel Ltd Hospital,private_small,semi-private,1,2,yes,aggregator,"116,697",14976.790908172341,7641.959489247874,2546.3240173524755,5311.57136863245,7844.817829774542,123612.9
IND107007,Osha Mahajan,F,45,Widowed,Tamil Nadu,Coimbatore,818378,XXXX-XXXX-4063,Unemployed,711451.94,28.075280697675517,none,0,moderate,non-veg,0.0,,1,4.4794025667629445,individual,500000,2022-12-29,2026-10-13,Bassi-Oak Hospital,private_small,semi-private,0,4,yes,aggregator,77476.71,5313.868522278603,5560.256195662999,4857.681244994074,3102.8933420615194,6050.876014870053,74339.38
IND104718,Ijaya Goyal,female,49,Married,Karnataka,Mysuru,991546,XXXX-XXXX-1375,Unemployed,,,both,2,moderate,eggetarian,0.0,0.0,0,4.486089235872949,family_floater,1000000,2023-07-14,2027-10-01,"Raja, Sankar and Prabhu Hospital",private_corporate,general,3,6,yes,online,"191,463",16510.01574522952,15518.434148580398,11368.347743712426,2361.975355581986,20625.21531858079,189136.08
IND103258,Odika Karan,female,54,married,Karnataka,Mysuru,576752,XXXX-XXXX-7030,Student,466993.43,23.984661083025756,none,4,high,non-veg,,0.0,0,3.0895065525491026,individual,1000000,2022-09-19,2025-02-05,"Minhas, Bhatt and Vala Hospital",private_corporate,general,2,4,yes,aggregator,156871.19,20977.31777332691,15856.075731097822,9124.491025164036,4853.929286911246,14907.354769284231,164818.81
IND107082,Inaya Sethi,F,21,Widowed,Delhi,New Delhi,711161,XXXX-XXXX-4116,Business,644685.33,23.65140047395279,chewing,3,low,veg,0.0,0.0,0,4.215325919393898,family_floater,500000,2022-01-05,2024-12-12,"Korpal, Chandra and Sarin Hospital",private_corporate,general,2,4,yes,aggregator,167797.33,9706.993997887734,14731.542473156564,8190.6257144334495,4350.0595419050605,13017.982875925376,166677.2
IND101801,Reva Thakkar,male,22,Married,Tamil Nadu,Chennai,730707,XXXX-XXXX-8230,Salaried,12.1 LPA,27.35928689611467,smoking,2,moderate,vegan,1.0,0.0,0,6.648485684592769,individual,1000000,2018-11-19,2023-08-11,Sabharwal-Luthra Hospital,private_small,general,2,3,yes,bancassurance,151609.06,7758.655173495,16256.057395984317,4122.968934989945,4735.603721851372,24011.40173005169,142753.8
IND101452,Bhavna Sheth,female,18,Divorced,Tamil Nadu,Chennai,695034,XXXX-XXXX-5879,Unemployed,1074296.78,27.258895109194185,chewing,8,moderate,veg,0.0,1.0,0,4.570709573430545,individual,300000,2021-10-07,2026-01-08,Babu PLC Hospital,private_corporate,general,1,2,yes,agent,123850.16,13286.888917685865,10464.72098316663,5915.498241997426,3273.132457883836,15143.62020872392,123269.52
IND107256,Chakrika Balasubramanian,Female,47,Divorced,Karnataka,Mysuru,445904,XXXX-XXXX-3137,Student,817146.95,30.791362911574137,none,3,low,non-veg,1.0,1.0,0,4.9422911665317155,family_floater,2000000,2020-11-29,2025-12-30,Jain-Parmer Hospital,private_corporate,private,3,5,yes,online,236680.43,34787.02061106218,26971.022740340133,15867.305758214632,9689.016933267263,38557.50834167431,234324.64
IND104669,Yashodhara Kumar,F,37,Divorced,West Bengal,Kolkata,757594,XXXX-XXXX-2001,Business,651802.94,27.970666194260886,none,3,high,vegan,0.0,0.0,0,6.583596766624504,family_floater,2000000,2023-05-10,2025-10-14,Varkey-Aggarwal Hospital,private_corporate,private,1,6,no,agent,138362.69,14396.4874997372,14934.320327213049,5162.238030225671,4784.021776916103,13800.413132523523,143946.82
IND103178,Brijesh Devan,F,63,Single,Tamil Nadu,Chennai,855086,XXXX-XXXX-6217,Salaried,2.7 LPA,33.79136494867331,none,3,low,vegan,0.0,0.0,0,6.509113543123952,individual,5000000,2021-10-02,2025-09-21,Prashad-Chacko Hospital,private_corporate,deluxe,1,3,yes,bancassurance,135364.16,19197.449689754678,11963.10395099426,4686.098785555791,2964.6754325903844,22977.16109202644,135896.78
IND100755,Bhavya Rao,female,62,Married,Delhi,New Delhi,566532,XXXX-XXXX-2954,Unemployed,1948194.24,22.110936059195982,none,1,moderate,vegan,0.0,0.0,0,1.19127106959936,family_floater,2000000,2022-06-24,2025-10-11,Banik-Saxena Hospital,private_corporate,private,0,1,yes,online,46611.85,5461.331839840583,2380.1115348378435,2729.40770880402,497.0647264021377,6749.426067821185,44477.4
IND101809,Nidhi Gokhale,F,25,Single,Uttar Pradesh,Lucknow,642910,XXXX-XXXX-7861,Self-employed,972396.77,27.707338249169432,smoking,3,low,non-veg,0.0,0.0,0,,individual,500000,2020-11-05,2024-05-17,Kanda-Sarin Hospital,private_corporate,deluxe,1,2,yes,bancassurance,110158.94,12323.148439749637,11791.620057228953,3832.9865729078947,3304.8120878518657,13473.435380849389,113662.47
IND101806,Wyatt Srivastava,male,18,Married,Maharashtra,Mumbai,923806,788941942889,Student,,27.487702702585686,none,2,low,eggetarian,0.0,1.0,1,7.867416187265489,individual,2000000,2019-11-11,2023-01-13,Chopra Ltd Hospital,private_corporate,general,2,5,yes,aggregator,"189,386",11211.145042405826,17122.686389582843,12478.431064805281,8826.059979401707,30006.43596343017,166408.59
IND101401,Xavier Kumer,female,50,Married,West Bengal,Kolkata,761875,XXXX-XXXX-2086,Business,615094.02,35.631376185057434,none,0,moderate,non-veg,0.0,0.0,0,5.667854133155169,senior_citizen,2000000,2018-04-03,2020-01-15,"Dube, Raghavan and D’Alia Hospital",private_corporate,deluxe,3,10,yes,online,240123.66,13057.970589408558,12629.044455394993,11434.702834890326,3781.387376952406,28943.869688933104,221650.72
IND106549,Waida Mall,Female,73,Married,Uttar Pradesh,Lucknow,228492,XXXX-XXXX-6397,Unemployed,800290.22,27.86477167799329,both,3,low,veg,1.0,1.0,0,3.593347670625313,individual,1000000,2018-02-01,2021-04-09,Kapadia Inc Hospital,private_corporate,semi-private,0,6,no,bancassurance,170835.2,19750.99504300006,20175.53918974653,9050.2115461425,4170.217407535803,18112.759635429247,179428.55
IND104262,Forum Chaudry,male,19,Married,Uttar Pradesh,Kanpur,831257,XXXX-XXXX-8573,Self-employed,155342.43,23.61571149499333,chewing,4,high,vegan,0.0,0.0,0,4.06316595802262,individual,2000000,2023-07-23,2025-04-08,Bedi-Varghese Hospital,private_corporate,semi-private,1,2,no,agent,129318.21,10683.13481910213,7239.707759814732,8219.767280460524,2613.575911224502,13689.360937271276,122718.35
IND107216,Aryan Bhakta,M,75,Widowed,Uttar Pradesh,Kanpur,532019,XXXX-XXXX-8094,Retired,770299.97,29.09727245183364,chewing,1,moderate,vegan,0.0,0.0,1,6.441792480748061,family_floater,5000000,2023-06-17,2026-08-08,Swaminathan-Sarraf Hospital,private_corporate,private,1,2,yes,bancassurance,106370.61,7158.594441699945,11106.435437049711,4832.707192250001,4373.696918200234,18866.641207866858,96562.6
IND105060,Bhavya Morar,F,25,Divorced,Uttar Pradesh,Kanpur,860205,XXXX-XXXX-2458,Self-employed,1758451.25,25.73592876091515,none,1,low,eggetarian,0.0,1.0,0,6.650113552527177,individual,300000,2022-03-24,2027-08-27,Tank-Deshpande Hospital,private_corporate,private,1,4,no,agent,"₹145,688",10417.036363387755,12139.583950371432,5576.61710879153,2422.647948003416,13802.76870925149,146442.59
IND104581,Anya Chopra,Female,22,Married,Maharashtra,Mumbai,464739,XXXX-XXXX-5677,Retired,1847242.79,25.44906403203927,none,5,moderate,veg,0.0,0.0,0,8.813895564408899,family_floater,300000,2019-04-16,2022-12-05,Boase Inc Hospital,govt,general,1,9,yes,bancassurance,112790.52,13588.15193514881,11047.127604729643,8316.908006844209,1361.2938758439998,19235.923552669683,108511.67
IND100031,Nathaniel Ramakrishnan,Female,23,Single,Karnataka,Bengaluru,468488,XXXX-XXXX-1072,Self-employed,1287615.92,19.139533784335654,none,1,moderate,non-veg,0.0,0.0,1,4.131401224774714,individual,500000,2018-03-22,2018-11-23,Seshadri-Bala Hospital,private_corporate,private,2,2,no,online,90670.29,8386.847280625907,10179.578561318995,2070.3863758774796,2372.597677500996,7884.7155774843695,96909.02
IND101833,Pranit Dass,female,35,married,Karnataka,Bengaluru,467271,XXXX-XXXX-9678,Student,1344765.32,30.448388200433858,none,5,moderate,vegan,0.0,0.0,1,5.28765973249021,family_floater,2000000,2018-05-16,2019-04-21,Munshi-Balakrishnan Hospital,private_corporate,general,1,4,yes,online,119340.87,9058.71068621108,6229.324028456405,6584.674538534902,5084.869529184466,9554.660228573826,113404.7
IND105188,Anya Doctor,male,50,Divorced,Tamil Nadu,Chennai,658049,XXXX-XXXX-4342,Retired,467662.19,20.02137642096947,smoking,3,moderate,non-veg,1.0,1.0,1,3.625403613533125,family_floater,500000,2023-06-20,2025-02-21,"Contractor, Kala and Manne Hospital",private_small,semi-private,1,2,yes,online,110818.7,7682.058201842179,5681.862324722844,2656.89570746945,1494.7573258246482,9087.907064162602,110943.06
IND100991,Laban Kaul,Female,59,married,Delhi,New Delhi,855582,XXXX-XXXX-7063,Unemployed,514949.84,41.695569986406724,chewing,3,low,veg,0.0,1.0,0,,individual,1000000,2023-08-13,2026-12-06,Toor-Dalal Hospital,private_corporate,deluxe,0,2,yes,agent,52155.88,3916.3988640366397,5734.987416676109,3977.4838765453455,2525.0567650024436,3183.2670635115164,52121.46
IND107689,Charan Malhotra,Male,40,Single,Delhi,New Delhi,368949,XXXX-XXXX-6780,Unemployed,243738.34,22.040650841842524,smoking,1,low,eggetarian,0.0,0.0,0,8.290729934854621,family_floater,2000000,2022-04-18,2027-01-20,Garg Ltd Hospital,govt,general,0,3,yes,bancassurance,84979.15,11971.350581815503,8819.750648211986,6565.294044870925,3157.2723328632815,4867.019151769309,"₹91,181"
IND104898,Abhimanyu Ganguly,male,44,Single,Tamil Nadu,Coimbatore,180472,XXXX-XXXX-3128,Business,5.5 LPA,22.054919109733607,none,2,high,non-veg,0.0,0.0,1,4.917066461975233,family_floater,1000000,2018-01-05,2021-08-06,Bala-Prasad Hospital,private_corporate,general,0,4,no,aggregator,106829.11,13457.687240800382,9485.793791099182,4866.733691048052,4060.249980307675,6076.06461960566,114769.54
IND101464,Ayushman Mannan,female,37,Single,Karnataka,Bengaluru,527927,XXXX-XXXX-2799,Business,1328584.3,20.735376902687673,none,4,high,non-veg,0.0,1.0,0,6.876242446121751,individual,500000,2023-04-22,2028-06-01,"Sandal, Setty and Choudhury Hospital",private_corporate,deluxe,0,3,yes,bancassurance,106401.77,11305.264124651143,5944.57083002521,3046.405954245192,2033.2345436189353,9524.435650558085,109047.53
IND106533,Anusha Bansal,male,54,Divorced,Delhi,New Delhi,741634,XXXX-XXXX-4340,Retired,,24.591771927412665,smoking,1,low,veg,0.0,0.0,1,6.203468719333881,individual,500000,2019-03-09,2024-08-16,Date and Sons Hospital,govt,deluxe,1,2,yes,agent,72100.82,8002.082038771955,7026.628169169164,5604.916121935905,2683.4867210023885,11259.109581684146,67582.01
IND104448,George Saini,male,18,Widowed,Karnataka,Bengaluru,637311,XXXX-XXXX-9972,Student,,,none,2,moderate,veg,0.0,,1,3.848890528808842,individual,1000000,2021-07-27,2026-03-10,Lanka-Savant Hospital,private_small,general,2,6,yes,agent,150736.3,17967.427200179573,8445.383623531348,6645.654321062703,6295.230017850101,18669.010285198077,145539.21
IND106092,Isaac Loyal,Male,60,Married,Maharashtra,Mumbai,579113,569243098694,Self-employed,,32.5321702295947,smoking,3,moderate,eggetarian,0.0,0.0,0,6.5558917016801175,family_floater,1000000,2021-09-26,2023-02-01,"Koshy, Saran and Saini Hospital",private_small,deluxe,0,0,yes,online,29017.39,2525.408959390221,2573.4739180236047,967.539324981029,1244.7841823811334,4344.71602603585,27559.23
IND105351,Henry Mohan,F,26,married,Karnataka,Bengaluru,784159,XXXX-XXXX-2107,Student,326264.77,32.40972011345278,none,2,low,eggetarian,,0.0,0,1.8117136939326697,senior_citizen,2000000,2023-09-22,2029-02-15,"Agrawal, Soman and Sura Hospital",private_corporate,semi-private,0,3,no,online,86220.92,9174.274368871904,7218.887553187764,2239.676194215042,1421.504964567328,14273.778944349715,84679.12
IND101294,Pushti Mukhopadhyay,M,20,Divorced,Karnataka,Bengaluru,572445,XXXX-XXXX-7154,Retired,333670.18,16.497648605216696,chewing,2,low,non-veg,0.0,0.0,0,5.297441399573573,family_floater,5000000,2019-07-10,2023-06-12,Basu LLC Hospital,private_corporate,general,1,4,no,aggregator,143715.56,9935.731822618063,16612.118365136685,5363.374361895316,2881.339946630233,17634.999634129526,144383.69
IND106795,Balvan Vaidya,Female,39,Divorced,West Bengal,Kolkata,853942,XXXX-XXXX-1712,Retired,1488182.91,25.112824951183587,smoking,2,moderate,non-veg,0.0,1.0,0,6.972097484071839,individual,1000000,2019-01-01,2021-05-27,Dutta-Nagi Hospital,private_corporate,general,0,4,no,agent,151512.56,18989.347484675156,8779.268612389125,5227.774382527993,7430.636074336638,16049.304959603156,150573.46
IND106470,Nidhi Dass,F,18,Single,Uttar Pradesh,Kanpur,852122,XXXX-XXXX-6084,Unemployed,373839.25,26.440923595790625,none,3,low,non-veg,0.0,1.0,0,7.875307119056009,family_floater,300000,2022-09-12,2024-10-13,Badami-Korpal Hospital,private_small,semi-private,0,3,yes,online,93532.84,6520.63795564444,6266.328809281481,5959.659384839848,3885.6636720806464,5035.242309278122,91439.24
IND107111,Warjas Barman,Male,33,Widowed,Delhi,New Delhi,635906,XXXX-XXXX-7176,Retired,504970.33,32.32671314331989,none,1,high,vegan,0.0,0.0,0,,individual,5000000,2023-06-19,2023-10-15,Gulati-Mann Hospital,private_small,private,1,3,yes,online,92112.15,7891.900452342738,4705.244222174578,2814.6528099671646,1471.2533390309293,16305.652031370626,84117.73
IND100778,Charles Mital,female,36,Widowed,Tamil Nadu,Chennai,691021,XXXX-XXXX-7297,Business,402973.95,27.066540799345,smoking,4,moderate,vegan,0.0,0.0,0,5.897551737192104,family_floater,300000,2021-01-21,2026-04-26,Kakar-Butala Hospital,private_small,semi-private,2,5,yes,agent,150147.53,22175.464707027728,13107.814427293322,3527.631445180615,4205.78622709483,28892.89191390785,148804.5
IND100388,Isaiah Sibal,Male,29,Divorced,Delhi,New Delhi,772149,XXXX-XXXX-6658,Student,374486.19,25.4127197133112,none,3,moderate,non-veg,0.0,0.0,1,7.761551223625304,family_floater,2000000,2023-07-27,2024-02-03,Dewan Group Hospital,private_corporate,private,0,5,yes,aggregator,117960.92,15412.128064109209,9206.986377998097,5919.213309963444,5632.531632855361,12203.78825734397,118824.5
IND104364,Zansi Narula,Female,42,Widowed,Maharashtra,Mumbai,964366,XXXX-XXXX-6932,Salaried,811049.83,22.857883551970417,smoking,4,high,veg,1.0,0.0,0,2.8739429604426827,family_floater,1000000,2023-09-25,2025-05-03,Balan-Bera Hospital,private_small,private,0,5,no,aggregator,129215.69,18021.934047581894,8500.706247739803,5089.82368553384,1915.665907171822,17434.570572400564,131298.27
IND105227,Utkarsh Manda,Male,39,married,Uttar Pradesh,Kanpur,723586,XXXX-XXXX-2727,Retired,7.1 LPA,27.955041925981266,none,6,high,vegan,1.0,0.0,0,6.796722561590297,individual,1000000,2023-10-14,2027-03-26,"Viswanathan, Savant and Rana Hospital",govt,private,2,4,yes,bancassurance,65371.63,8955.611810097447,5422.574837749752,3055.713542230126,1464.694365638074,3906.6477205268598,71322.77
IND105565,Bhavini Sama,female,47,Divorced,Karnataka,Mysuru,900529,XXXX-XXXX-8897,Unemployed,1135619.07,30.695057562213357,none,7,moderate,veg,0.0,1.0,0,5.767880657890846,family_floater,500000,2020-03-28,2025-05-31,"Ravel, Sodhi and Desai Hospital",govt,semi-private,0,0,no,bancassurance,5000,571.8908092437753,364.65585408712474,184.9178098827045,104.02732885078284,945.9457241221128,5000
IND107895,Triya Sur,Male,18,Married,Uttar Pradesh,Noida,563468,680490967030,Unemployed,,24.30277316542572,none,2,low,eggetarian,0.0,0.0,1,4.028006182748736,individual,1000000,2018-06-05,2019-04-22,"Behl, Kara and Radhakrishnan Hospital",govt,semi-private,1,4,yes,agent,53285.04,5610.467387508522,4687.484529365435,3647.0397645111902,1739.412699145148,5234.494198135173,52962.04
IND102694,Jonathan Puri,Male,31,married,Delhi,New Delhi,915807,XXXX-XXXX-6476,Unemployed,761976.3,24.446825399286624,smoking,3,moderate,vegan,0.0,0.0,1,,individual,500000,2022-12-27,2026-11-26,Samra-Pillai Hospital,private_corporate,deluxe,1,4,yes,aggregator,134012.26,10237.924991616741,11095.082264540566,6369.737758256415,5914.896128487115,18191.681700147117,124868.95
IND101276,Saanvi Toor,male,48,Single,Uttar Pradesh,Noida,539459,XXXX-XXXX-6364,Unemployed,698000.39,32.199171796470445,smoking,2,moderate,vegan,0.0,0.0,1,2.9877590344312797,individual,300000,2019-05-12,2020-01-13,"Apte, Baria and Ganguly Hospital",private_small,semi-private,2,3,yes,aggregator,"₹127,375",11355.525763008243,6630.892497745762,8377.990259318314,5500.2666762997815,24900.986416707558,106581.97
IND107019,Yachana Choudhry,male,45,married,West Bengal,Kolkata,708290,XXXX-XXXX-8592,Self-employed,886457.72,21.260323552411236,none,3,low,non-veg,1.0,0.0,1,4.424414983839398,individual,1000000,2022-01-04,2022-06-13,Kapadia-Sem Hospital,private_small,deluxe,0,5,yes,online,126813.17,17668.382161242902,8097.297207184596,4411.768121487495,4938.566063498079,10012.91803798867,133215.6
IND107259,Nirja Gaba,female,49,married,West Bengal,Kolkata,723907,XXXX-XXXX-5188,Student,1620049.71,20.891910227469225,smoking,1,moderate,veg,0.0,0.0,0,5.949687207039884,family_floater,300000,2021-03-11,2024-02-08,Dugal-Hayre Hospital,private_small,general,3,5,yes,aggregator,155653.85,15316.842253372619,18559.78355991331,10350.262580903987,1690.445312895278,18600.546531958367,158889.22
